name,base_model,stage,category,instruction,language,source,task_id
Multilingual Recursive Learning Scale 18,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_018
Multilingual Recursive Learning Scale 19,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_019
Multilingual Recursive Learning Scale 20,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_020
Multilingual Recursive Learning Scale 21,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_021
Multilingual Recursive Learning Scale 22,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_022
Multilingual Recursive Learning Scale 23,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_023
Multilingual Recursive Learning Scale 24,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_024
Multilingual Convex Conjecture Scale 1,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.23, 0.64, 0.98, 0.6] sareng x2=[0.36, 0.65, 0.12, 0.89], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_001
Multilingual Convex Conjecture Scale 2,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.87, 0.45, 0.82, 0.55] sareng x2=[0.64, 0.53, 0.46, 0.23], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.25. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_002
Multilingual Convex Conjecture Scale 3,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.8, 0.55, 0.52, 0.14] sareng x2=[0.78, 0.27, 0.5, 0.28], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_003
Multilingual Convex Conjecture Scale 4,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.82, 0.72, 0.27, 0.4] sareng x2=[0.1, 0.19, 0.78, 0.72], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_004
Multilingual Convex Conjecture Scale 5,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.71, 0.06, 0.84, 0.0] sareng x2=[0.25, 0.74, 0.32, 0.1], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.25. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_005
Multilingual Convex Conjecture Scale 6,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.13, 0.56, 0.87, 0.57] sareng x2=[0.91, 0.94, 0.42, 0.38], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_006
Multilingual Convex Conjecture Scale 7,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.09, 0.69, 0.49, 0.39] sareng x2=[0.63, 0.7, 0.0, 0.17], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.25. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_007
Multilingual Convex Conjecture Scale 8,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.88, 0.18, 0.28, 0.13] sareng x2=[0.68, 0.94, 0.27, 0.48], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_008
Multilingual Convex Conjecture Scale 9,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.64, 0.05, 0.36, 0.96] sareng x2=[0.5, 0.43, 0.46, 0.21], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_009
Multilingual Convex Conjecture Scale 10,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.77, 0.0, 0.86, 0.19] sareng x2=[0.55, 0.42, 0.72, 0.37], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_010
Multilingual Convex Conjecture Scale 11,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.47, 0.88, 0.22, 0.68] sareng x2=[0.61, 0.3, 0.14, 0.65], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_011
Multilingual Convex Conjecture Scale 12,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.74, 0.97, 0.05, 0.68] sareng x2=[0.47, 0.58, 0.09, 0.04], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.25. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_012
Multilingual Convex Conjecture Scale 13,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.06, 0.11, 0.52, 0.27] sareng x2=[0.84, 0.01, 0.38, 0.34], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_013
Multilingual Convex Conjecture Scale 14,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.71, 0.95, 0.03, 0.74] sareng x2=[0.33, 0.91, 0.27, 0.72], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.25. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_014
Multilingual Convex Conjecture Scale 15,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.96, 0.52, 0.68, 0.31] sareng x2=[0.77, 0.77, 0.52, 0.98], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_015
Multilingual Convex Conjecture Scale 16,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.58, 0.08, 0.38, 0.37] sareng x2=[0.18, 0.44, 0.33, 0.34], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_016
Multilingual Convex Conjecture Scale 17,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.52, 0.35, 0.37, 0.0] sareng x2=[0.3, 0.65, 0.97, 0.85], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.25. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_017
Multilingual Convex Conjecture Scale 18,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.55, 0.83, 0.61, 0.29] sareng x2=[0.21, 0.15, 0.9, 0.71], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.25. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_018
Multilingual Convex Conjecture Scale 19,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.25, 0.48, 0.75, 0.47] sareng x2=[0.06, 0.96, 0.94, 0.79], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_019
Multilingual Convex Conjecture Scale 20,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.64, 0.56, 0.78, 0.2] sareng x2=[0.73, 0.62, 0.9, 0.85], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_020
Multilingual Convex Conjecture Scale 21,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.58, 0.15, 0.81, 0.64] sareng x2=[0.39, 0.67, 0.26, 0.35], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_021
Multilingual Convex Conjecture Scale 22,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.29, 0.47, 0.89, 0.71] sareng x2=[0.06, 0.15, 0.01, 0.63], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_022
Multilingual Convex Conjecture Scale 23,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.04, 0.42, 0.3, 0.76] sareng x2=[0.35, 0.95, 0.96, 0.62], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.5. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_023
Multilingual Convex Conjecture Scale 24,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Dipaparin kaayaan sistem x1=[0.81, 0.46, 0.55, 0.43] sareng x2=[0.04, 0.17, 0.45, 0.21], buktikeun kateusaruaan konveks pikeun fungsi interoperabilitas I(x) kalayan nilai lambda=0.75. Itung residual konveksitas R_convex.",sunda,synthetic,mid_training_sunda_scale24_convex_conjecture_024
Multilingual Trajectory Analysis Scale 1,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_001
Multilingual Trajectory Analysis Scale 2,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_002
Multilingual Trajectory Analysis Scale 3,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_003
Multilingual Trajectory Analysis Scale 4,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_004
Multilingual Trajectory Analysis Scale 5,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_005
Multilingual Trajectory Analysis Scale 6,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_006
Multilingual Trajectory Analysis Scale 7,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_007
Multilingual Trajectory Analysis Scale 8,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_008
Multilingual Trajectory Analysis Scale 9,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_009
Multilingual Trajectory Analysis Scale 10,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_010
Multilingual Trajectory Analysis Scale 11,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_011
Multilingual Trajectory Analysis Scale 12,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_012
Multilingual Trajectory Analysis Scale 13,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_013
Multilingual Trajectory Analysis Scale 14,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_014
Multilingual Trajectory Analysis Scale 15,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_015
Multilingual Trajectory Analysis Scale 16,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_016
Multilingual Trajectory Analysis Scale 17,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_017
Multilingual Trajectory Analysis Scale 18,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_018
Multilingual Trajectory Analysis Scale 19,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_019
Multilingual Trajectory Analysis Scale 20,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_020
Multilingual Trajectory Analysis Scale 21,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_021
Multilingual Trajectory Analysis Scale 22,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_022
Multilingual Trajectory Analysis Scale 23,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_023
Multilingual Trajectory Analysis Scale 24,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Analisis lintasan kaayaan sistem x(t) = [G(t), O(t), W(t), Q(t)] dina t=[0,1]. Kalayan metode next-token prediction, minimalisasi loss sareng pangaruh sensitivitas transisi.",sunda,synthetic,mid_training_sunda_scale24_trajectory_analysis_024
Multilingual Robustness Scale 1,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_001
Multilingual Robustness Scale 2,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_002
Multilingual Robustness Scale 3,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_003
Multilingual Robustness Scale 4,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_004
Multilingual Robustness Scale 5,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_005
Multilingual Robustness Scale 6,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_006
Multilingual Robustness Scale 7,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_007
Multilingual Robustness Scale 8,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_008
Multilingual Robustness Scale 9,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_009
Multilingual Robustness Scale 10,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_010
Multilingual Robustness Scale 11,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_011
Multilingual Robustness Scale 12,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_012
Multilingual Robustness Scale 13,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_013
Multilingual Robustness Scale 14,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_014
Multilingual Robustness Scale 15,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_015
Multilingual Robustness Scale 16,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_016
Multilingual Robustness Scale 17,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_017
Multilingual Robustness Scale 18,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_018
Multilingual Robustness Scale 19,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_019
Multilingual Robustness Scale 20,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_020
Multilingual Robustness Scale 21,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_021
Multilingual Robustness Scale 22,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_022
Multilingual Robustness Scale 23,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_023
Multilingual Robustness Scale 24,Qwen/Qwen3.8-27B,mid_training,robustness,Uji kateguhan matematis dina gangguan kaayaan x_perturbed = x + delta. Itung variasi loss dina kaayaan wates.,sunda,synthetic,mid_training_sunda_scale24_robustness_024
Multilingual Recursive Learning Scale 1,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Laksanakeun iterasi diajar rekursif dina jalur lintasan. Panggihan panyimpangan pola, itung loss, sareng jieun data koréktif.",sunda,synthetic,mid_training_sunda_scale24_recursive_learning_001
Multilingual Recursive Learning Scale 2,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Laksanakeun iterasi diajar rekursif dina jalur lintasan. Panggihan panyimpangan pola, itung loss, sareng jieun data koréktif.",sunda,synthetic,mid_training_sunda_scale24_recursive_learning_002
Multilingual Recursive Learning Scale 3,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Laksanakeun iterasi diajar rekursif dina jalur lintasan. Panggihan panyimpangan pola, itung loss, sareng jieun data koréktif.",sunda,synthetic,mid_training_sunda_scale24_recursive_learning_003
Multilingual Recursive Learning Scale 4,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Laksanakeun iterasi diajar rekursif dina jalur lintasan. Panggihan panyimpangan pola, itung loss, sareng jieun data koréktif.",sunda,synthetic,mid_training_sunda_scale24_recursive_learning_004
Multilingual Recursive Learning Scale 5,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Laksanakeun iterasi diajar rekursif dina jalur lintasan. Panggihan panyimpangan pola, itung loss, sareng jieun data koréktif.",sunda,synthetic,mid_training_sunda_scale24_recursive_learning_005
Multilingual Recursive Learning Scale 6,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Laksanakeun iterasi diajar rekursif dina jalur lintasan. Panggihan panyimpangan pola, itung loss, sareng jieun data koréktif.",sunda,synthetic,mid_training_sunda_scale24_recursive_learning_006
