id_umkm,nama_usaha,jenis_usaha,omset,aset,status_legalitas,is_aligned
288214880,UD. Balqis Wiraatmaja,Perdagangan,1097670,5449825,Terdaftar,1
288214881,UD. Rangga Gandewa Qomar,Kesehatan,12121208,8190561,Belum Terdaftar,0
288214882,UD. Qila Ilir,Perdagangan,6060043,5423685,Terdaftar,1
288214883,UD. Marsel Prima,Jasa,37587317,unknown,Terdaftar,1
288214884,UD. Odie Mulyo Ziva,Perdagangan,40153167,7569211,Terdaftar,1
288214885,UD. Prita Trisula,Jasa,12868062,unknown,Belum Terdaftar,0
,UD. Habib Dharma,Kesehatan,6966615,7707444,Belum Terdaftar,0
288214887,UD. Zidanar Wirawati,Perdagangan,18610879,7293884,Terdaftar,1
288214888,UD. Melati Trisakti,Pendidikan,38272638,9923869,Belum Terdaftar,0
288214889,UD. Pasha Tirta Livia,Pendidikan,20112363,2872137,Belum Terdaftar,0
288214890,UD. Umi Abdi,Jasa,41649047,7027627,Belum Terdaftar,0
288214891,UD. Ujang Kusumatmaja,Kesehatan,23518863,8603937,Terdaftar,1
288214892,UD. Tania Widuri,Kesehatan,16863406,9195847,Belum Terdaftar,0
288214893,UD. Yusuf Manunggal Qanita,Pendidikan,48025318,4177285,Belum Terdaftar,0
288214894,UD. Fanny Resmi Jojo,Perdagangan,1963355,4637278,Belum Terdaftar,0
288214895,UD. Desta Luhur,Jasa,16141498,2773952,Belum Terdaftar,0
288214896,UD. Dewi Adiwangsa,Kesehatan,4290884,8891532,Belum Terdaftar,0
288214897,UD. Marsya Nirmala,Pendidikan,49706252,8319752,Terdaftar,1
288214898,UD. Jordi Adiwangsa,Perdagangan,33412686,7974036,Terdaftar,1
288214899,UD. Satria Setia,Perdagangan,28950640,9545251,Belum Terdaftar,0
288214900,UD. Lutfi Indah,Perdagangan,40198467,2835323,Belum Terdaftar,0
288214901,UD. Hilmiyah Jati,Kesehatan,33708109,7244308,Terdaftar,1
288214902,UD. Khayla Wirajaya,Kesehatan,49312538,4356900,Terdaftar,1
288214903,UD. Ujang Wirajaya,Pendidikan,44816329,7917927,Belum Terdaftar,0
288214904,UD. Bagas Galuh,Jasa,40004758,8831389,Belum Terdaftar,0
288214905,UD. Zulkarnaen Wacana,Pendidikan,32529316,732628,Terdaftar,1
288214906,UD. Dewi Gatra,Pendidikan,37545243,6967606,Terdaftar,1
288214907,UD. Baim Sundawa,Jasa,2206092,4481973,Terdaftar,1
288214908,UD. Vidi Pancasila,Jasa,48382691,4198031,Terdaftar,1
288214909,UD. Qiana Sasmita,Jasa,19412415,8667540,Belum Terdaftar,0
288214910,UD. Salwa Widjaja,Jasa,6440954,8104154,Belum Terdaftar,0
288214911,UD. Uchie Suryaatmaja,Jasa,6411487,8637537,Belum Terdaftar,0
288214912,UD. Marsel Jayaningrat,Pendidikan,12146604,8176579,Belum Terdaftar,0
288214913,UD. Andi Saprahan,Jasa,48329252,2980706,Terdaftar,1
288214914,UD. Viona Senopati,Perdagangan,5844288,8968507,Terdaftar,1
288214915,UD. Jasmine Suci Santi,Jasa,29562555,5790219,Terdaftar,1
288214916,UD. Ulfa Resmi,Jasa,7448337,1553128,Belum Terdaftar,0
288214917,UD. Eni Winata Krisna,Perdagangan,45767308,1406194,Terdaftar,1
288214918,UD. Ovan Jayengprana,Perdagangan,12991768,6096653,Belum Terdaftar,0
288214919,UD. Cici Prabawa,Jasa,unknown,3658216,Terdaftar,1
288214920,UD. Yana Trijaya,Jasa,35376360,2191879,Terdaftar,1
288214921,UD. Ismail Ananta Putri,Kesehatan,23692136,6066048,Terdaftar,1
288214922,UD. Zulkarnaen Tri Vincent,Jasa,49565257,997813,Terdaftar,1
288214923,UD. Qamar Buana,Pendidikan,9964212,5116131,Terdaftar,1
288214924,UD. Kurnia Sukadarma,Kesehatan,4475331,,Terdaftar,1
288214925,UD. Febri Anindita,Jasa,5933828,6782093,Terdaftar,1
288214926,UD. Ulfa Wiraatmaja,Kesehatan,3274987,4859606,Belum Terdaftar,0
288214927,UD. Rosa Utama,Kesehatan,45755130,7355203,Terdaftar,1
288214928,UD. Mirna Tunggul,Jasa,34358501,2239548,Terdaftar,1
288214929,UD. Ari Elok,Jasa,31338277,5618561,Belum Terdaftar,0
288214930,UD. Oki Tri,Pendidikan,20345047,8698776,Belum Terdaftar,0
288214931,UD. Jibril Kencana,Jasa,38942503,7416541,Terdaftar,1
288214932,UD. Dewi Sangkala,Pendidikan,19021203,4118308,Terdaftar,1
288214933,UD. Febri Sudarsana,Perdagangan,41422515,7099686,Belum Terdaftar,0
288214934,UD. Nindy Resaputra,Perdagangan,14742043,9679650,Belum Terdaftar,0
288214935,UD. Hasna Cahyaningrat,Perdagangan,7200906,9254830,Belum Terdaftar,0
288214936,UD. Livia Saputrautama,Perdagangan,28285370,6284146,Belum Terdaftar,0
288214937,UD. Diyan Pramudita,Perdagangan,37983382,5591184,Belum Terdaftar,0
288214938,UD. Thariq Baswara,Jasa,8456334,4604531,Belum Terdaftar,0
288214939,UD. Tegar Padi,Kesehatan,18441891,3429998,Belum Terdaftar,0
288214940,UD. Evan Baruna,Kesehatan,29537609,7197573,Terdaftar,1
288214941,UD. Mika Sahaja,Pendidikan,3206522,1621482,Terdaftar,1
288214942,UD. Naila Bagaskara,Jasa,47447204,8770221,Belum Terdaftar,0
288214943,UD. Deni Manik,Perdagangan,31828410,5349667,Belum Terdaftar,0
288214944,UD. Carissa Purnama,Kesehatan,33360223,4654018,Belum Terdaftar,0
288214945,UD. Laras Artha,Pendidikan,23470064,8203629,Terdaftar,1
288214946,UD. Asep Bima,Perdagangan,17607526,2044875,Terdaftar,1
288214947,UD. Koko Wiyata,Jasa,14562350,7020383,Belum Terdaftar,0
288214948,UD. Salwa Kusumasari,Pendidikan,6060239,1658911,Terdaftar,1
288214949,UD. Kevin Reswara Ciko,Pendidikan,10802022,1816918,Belum Terdaftar,0
288214950,UD. Elen Sundawa,Perdagangan,47890884,2070802,Terdaftar,1
288214951,UD. Nindy Kusumajati Fatiah,Jasa,24193113,,Terdaftar,1
288214952,UD. Via Adikara,Pendidikan,12769906,3744371,Terdaftar,1
288214953,UD. Fikri Sidarta,Kesehatan,3702949,533842,Belum Terdaftar,0
288214954,UD. Juni Kencana Karim,Kesehatan,19547309,8584827,Terdaftar,1
288214955,UD. Utha Madusari,Perdagangan,45219545,9452812,,0
288214956,UD. Obed Pancasila,Jasa,30374668,3491480,Terdaftar,1
288214957,UD. Satria Nirwana,Kesehatan,1031725,6393238,Belum Terdaftar,0
288214958,UD. Jay Kusumasari,Perdagangan,28056198,4338415,Terdaftar,1
288214959,UD. Lukman Wijaya Livia,Jasa,15303383,9751375,Belum Terdaftar,0
288214960,UD. Damaris Wiratama,unknown,7530626,4332218,Belum Terdaftar,0
288214961,UD. Asep Reswara,Jasa,41881013,7061383,Belum Terdaftar,0
288214962,UD. Salsa Ilir,Kesehatan,7844917,3855547,Terdaftar,1
288214963,UD. Bagas Binasena,Jasa,5999183,3271617,Terdaftar,1
288214964,UD. Tomi Senja,Pendidikan,12913888,4206953,Terdaftar,1
288214965,UD. Wahyu Cendana,Kesehatan,27892977,9078352,Belum Terdaftar,0
288214966,UD. Bambang Sidarta,Perdagangan,9407411,9620551,Belum Terdaftar,0
288214967,UD. Qisha Jatinagara,Pendidikan,37098031,9839130,Belum Terdaftar,0
288214968,UD. Bayu Jayengpati,Pendidikan,39891096,720484,Terdaftar,1
288214969,UD. Lea Terang Sinta,Perdagangan,12738486,9759074,Belum Terdaftar,0
288214970,UD. Yaniar Asih,Jasa,28323385,7654470,Terdaftar,1
288214971,UD. Viona Sulaksana,Pendidikan,34692033,7349534,Belum Terdaftar,0
288214972,UD. Wesly Baswara Evan,Pendidikan,19121274,7954220,Belum Terdaftar,0
288214973,UD. Utami Agastya,Jasa,3093352,8100728,Belum Terdaftar,0
288214974,UD. Qais Kusumajati,Kesehatan,23428620,,Terdaftar,1
288214975,UD. Zahra Elok,Perdagangan,4828926,2229998,Terdaftar,1
288214976,UD. Cici Agung Cipta,Jasa,46043665,4505137,Terdaftar,1
288214977,UD. Budi Pelangi,Pendidikan,35934077,6532729,Belum Terdaftar,0
288214978,UD. Uli Padi,Kesehatan,1106579,4618301,Belum Terdaftar,0
288214979,UD. Silvi Arsana,Perdagangan,23101766,505543,Terdaftar,1
288214980,UD. Fatiah Kulon Tono,Pendidikan,31800509,7098036,Terdaftar,1
288214981,UD. Erlin Senopati,Pendidikan,12665781,2790367,Belum Terdaftar,0
288214982,UD. Pipit Anggara,Pendidikan,7183116,708645,Terdaftar,1
288214983,UD. Livia Bima,Kesehatan,18097351,1535865,Terdaftar,1
288214984,UD. Uti Yudhistira,Jasa,26142530,4395491,Terdaftar,1
288214985,UD. Marsel Kusumah,Jasa,17524173,2322521,Belum Terdaftar,0
288214986,UD. Elsa Utamajaya,Pendidikan,36678550,1220154,Terdaftar,1
288214987,UD. Vita Sahaja,Pendidikan,16965511,4435403,Belum Terdaftar,0
288214988,UD. Erlin Persada,Perdagangan,32081504,6317703,Belum Terdaftar,0
288214989,UD. Jihan Tunggal,Jasa,1231066,9223197,Belum Terdaftar,0
288214990,UD. Hasna Darma,Jasa,26970442,962890,Terdaftar,1
288214991,UD. Cici Nirmala,Perdagangan,22272416,8213779,Terdaftar,1
288214992,UD. Sari Cendana,Pendidikan,49593893,4543389,Terdaftar,1
288214993,UD. Najwa Wiratama,Kesehatan,3146907,2659589,Belum Terdaftar,0
288214994,UD. Livia Madya,Perdagangan,15078809,6855253,Belum Terdaftar,0
288214995,UD. Zulfa Asri,Pendidikan,45946781,2690724,Belum Terdaftar,0
288214996,UD. Udin Anindita,Pendidikan,25253513,3853316,Terdaftar,1
288214997,UD. Qasya Mega,Kesehatan,49017065,1430148,Belum Terdaftar,0
288214998,UD. Damaris Pagi,Jasa,13479263,3159478,Belum Terdaftar,0
288214999,UD. Livia Lingga,Kesehatan,3518563,7097561,Terdaftar,1
288215000,UD. Andi Prabawa,Pendidikan,12709321,2463206,Terdaftar,1
288215001,UD. Rafif Tejakencana,Jasa,6819604,unknown,Belum Terdaftar,0
,UD. Ulil Abadi Berlian,Jasa,23663026,9873611,Terdaftar,1
288215003,UD. Elyas Agung Intan,Perdagangan,11919478,5852170,Terdaftar,1
288215004,UD. Oniel Puri,Jasa,1302534,3947190,Belum Terdaftar,0
288215005,UD. Poppy Mayang,Kesehatan,21938356,8816985,Belum Terdaftar,0
288215006,UD. Bambang Suryaputra,Kesehatan,15663704,4835947,Belum Terdaftar,0
288215007,UD. Dea Swargaloka,Perdagangan,25135101,2383336,Terdaftar,1
288215008,UD. Candra Buana Galih,Pendidikan,44875745,9963459,Terdaftar,1
288215009,UD. Lina Anindita,,18686023,5078784,Belum Terdaftar,0
288215010,UD. Mirna Padi Berlian,Perdagangan,3730036,3532632,Terdaftar,1
288215011,UD. Oki Madani,Perdagangan,29193250,4338571,,0
288215012,UD. Anisa Saputrautama,Jasa,2605867,8016440,Terdaftar,1
288215013,UD. Poppy Cahaya,Kesehatan,39874587,4833708,Belum Terdaftar,0
288215014,UD. Berlian Binasena,Perdagangan,23640137,6001594,Belum Terdaftar,0
288215015,UD. Utami Dewangga,Jasa,31025293,3608580,Terdaftar,1
288215016,UD. Alvino Asri,Jasa,11645852,8204208,Belum Terdaftar,0
288215017,UD. Lukita Anindita,Kesehatan,19904192,1262034,Terdaftar,1
288215018,UD. Fani Senopati,Perdagangan,10166521,6671137,Belum Terdaftar,0
288215019,UD. Alif Ananta,Pendidikan,47104466,5070267,Belum Terdaftar,0
288215020,UD. Abdi Manggala,Perdagangan,22032397,2682105,Belum Terdaftar,0
288215021,UD. Nindy Satria,Kesehatan,42984787,6857995,Belum Terdaftar,0
288215022,UD. Fani Tunggal,Jasa,35458085,8615358,Terdaftar,1
288215023,UD. Iman Padi,Pendidikan,24072227,9754251,Terdaftar,1
288215024,UD. Halim Jaya,Jasa,12292904,7264986,Terdaftar,1
288215025,UD. Romi Utamaindah,Pendidikan,2821437,8278048,Belum Terdaftar,0
288215026,UD. Grego Indah,Kesehatan,18354021,5780096,Terdaftar,1
288215027,UD. Umar Kusumatmaja,Kesehatan,30141161,809152,Terdaftar,1
288215028,UD. Fira Pamungkas,Pendidikan,49887035,3527499,Belum Terdaftar,0
,UD. Kirana Gatra,Pendidikan,40485446,2173956,Belum Terdaftar,0
288215030,UD. Uti Wicaksana,Pendidikan,21522986,6843854,Terdaftar,1
288215031,UD. Joko Asih,Perdagangan,36379140,7717870,Belum Terdaftar,0
288215032,UD. Fitri Utama,Perdagangan,49017352,9781244,Belum Terdaftar,0
288215033,UD. Wenny Galuh Miko,Kesehatan,10118739,4463368,Terdaftar,1
288215034,UD. Winda Tirtaatmaja,Kesehatan,27902451,3396468,Terdaftar,1
288215035,UD. Livia Ranggalawe,Perdagangan,39450264,9803085,Belum Terdaftar,0
288215036,UD. Nina Arya,Jasa,16246391,9040150,Terdaftar,1
288215037,UD. Putri Adyatma,Jasa,45529349,8167418,Terdaftar,1
288215038,UD. Cipta Sentosa,Perdagangan,46599971,2783131,Terdaftar,1
288215039,UD. Vita Trisudira,Perdagangan,34965439,1546862,Belum Terdaftar,0
288215040,UD. Citra Trisakti,Perdagangan,14635005,1374939,Terdaftar,1
288215041,UD. Khalid Prana Cahya,Jasa,9229667,5028238,Terdaftar,1
288215042,UD. Eddy Wirajaya,Jasa,36403539,2075688,Belum Terdaftar,0
288215043,UD. Iman Tirtayasa,Pendidikan,41913389,9763899,Terdaftar,1
288215044,UD. Syifa Santosa,Perdagangan,23257041,6344692,Belum Terdaftar,0
288215045,UD. Iman Arya Syana,Perdagangan,21496839,4209791,Belum Terdaftar,0
288215046,UD. Mila Baru,Pendidikan,8022106,6511599,Terdaftar,1
288215047,UD. Joko Jagadmaya,Kesehatan,8650180,4498366,Terdaftar,1
288215048,UD. Gusti Alam,Jasa,20301726,4157406,Belum Terdaftar,0
288215049,UD. Ulya Lintang Rendi,Jasa,47964141,1308250,Belum Terdaftar,0
288215050,UD. Iqbal Dewangga Esa,Kesehatan,22475412,3484585,Terdaftar,1
288215051,UD. Cakra Reswara,Jasa,31025267,780423,Belum Terdaftar,0
288215052,UD. Cinta Cempaka,Jasa,21258178,4781379,Terdaftar,1
288215053,UD. Yudi Pagi,Kesehatan,48658297,3209550,Terdaftar,1
288215054,UD. Indah Kamajaya,Pendidikan,22431641,8345865,Terdaftar,1
288215055,UD. Lintang Madusari,Jasa,38109712,2629643,Terdaftar,1
288215056,UD. Taufik Sumirat,Kesehatan,25685054,5640014,Belum Terdaftar,0
288215057,UD. Alya Segar,Perdagangan,36934970,9418624,Terdaftar,1
288215058,UD. Ida Rejo,Perdagangan,11361309,4912647,Terdaftar,1
288215059,UD. Olivia Gunawan Erlin,Pendidikan,16235798,4547254,Terdaftar,1
288215060,UD. Nindy Reswara Rian,Jasa,40171992,2236827,Terdaftar,1
288215061,UD. Qayla Trisula,Perdagangan,27988968,1261525,Terdaftar,1
288215062,UD. Cipta Wetan,Kesehatan,30000637,4302275,Terdaftar,1
288215063,UD. Utami Baswara,Pendidikan,11590437,1548745,Belum Terdaftar,0
288215064,UD. Fira Madani,Jasa,27968017,6438137,Belum Terdaftar,0
288215065,UD. Joko Anindita,Jasa,7104352,1907070,Terdaftar,1
288215066,UD. Karim Saputra,Pendidikan,2192675,3434063,Terdaftar,1
288215067,UD. Fikra Yudhistira,Pendidikan,36790885,6592595,Belum Terdaftar,0
288215068,UD. Lea Nawasena,Kesehatan,21901009,3536255,Terdaftar,1
288215069,UD. Udin Jati Yayan,Jasa,31214581,1471451,Terdaftar,1
288215070,UD. Elyas Mandiri,Kesehatan,23307888,8434967,Terdaftar,1
288215071,UD. Kurnia Wiyata,Pendidikan,6705020,1151396,Belum Terdaftar,0
288215072,UD. Vina Wiyata,Perdagangan,13255759,7831321,Terdaftar,1
288215073,UD. Rendi Trisudira,Jasa,47594261,7149820,Terdaftar,1
288215074,UD. Putra Sunardi,Kesehatan,44889236,9617759,Belum Terdaftar,0
288215075,UD. Najwa Jayaningrat Koko,Kesehatan,23937329,7914694,Terdaftar,1
288215076,UD. Farid Wirawati,Kesehatan,39892331,7807633,Belum Terdaftar,0
288215077,UD. Rosa Jayabaya,Pendidikan,49686622,2137167,Belum Terdaftar,0
288215078,UD. Kiki Radhitya,Jasa,15629982,1604928,Terdaftar,1
288215079,UD. Bayu Persada Delia,Perdagangan,6372570,8051104,Belum Terdaftar,0
288215080,UD. Syifa Gemilang,Kesehatan,21850163,7156417,Terdaftar,1
288215081,UD. Uti Arsana,Perdagangan,41620712,3126076,Belum Terdaftar,0
288215082,UD. Qomar Jaladara,Pendidikan,34224305,6604770,Terdaftar,1
288215083,UD. Jasmine Sudharmo,Perdagangan,32484900,9623184,Terdaftar,1
288215084,UD. Karla Wicaksana,Jasa,10549570,3885313,Belum Terdaftar,0
288215085,UD. Fatimah Kamajaya,Pendidikan,32903393,2854753,Terdaftar,1
288215086,UD. Sari Agastya,Pendidikan,5668119,2653030,Belum Terdaftar,0
288215087,UD. Nara Sakti Berlian,Jasa,11489993,7660668,Terdaftar,1
288215088,UD. Diva Kelana,Kesehatan,3309176,9332572,Belum Terdaftar,0
288215089,UD. Zulkarnaen Trisaktiatma,Jasa,33973724,8900884,Terdaftar,1
288215090,UD. Abel Elok,Kesehatan,22506213,2165908,Belum Terdaftar,0
288215091,UD. Gadis Nirwasita,Perdagangan,27171596,4254072,Terdaftar,1
288215092,UD. Tania Sangkala,Pendidikan,34491942,1918450,Terdaftar,1
288215093,UD. Jaya Reswara,Pendidikan,14361010,5043458,Belum Terdaftar,0
288215094,UD. Citra Surya,Jasa,34024141,9861602,Terdaftar,1
288215095,UD. Priska Madya Hilmiyah,Pendidikan,49544477,9004542,Terdaftar,1
288215096,UD. Mario Cinta,Jasa,27505958,699793,Belum Terdaftar,0
288215097,UD. Nayla Jayaningrat,Pendidikan,26054960,8778322,Terdaftar,1
288215098,UD. Eka Saputra,Kesehatan,20341187,7878113,Terdaftar,1
288215099,UD. Sari Tirtayasa,Perdagangan,40770075,727268,Terdaftar,1
288215100,UD. Ina Utama,Jasa,18407782,505643,Terdaftar,1
288215101,UD. Halimah Tejakusuma,Jasa,33669695,6459272,Terdaftar,1
288215102,UD. Hanafi Dwijaputra,Kesehatan,2765065,6020600,Terdaftar,1
288215103,UD. Novi Wisesa,Perdagangan,28363481,5070751,Terdaftar,1
288215104,UD. Fikra Surapati,Jasa,4279073,8775627,Terdaftar,1
288215105,UD. Hilmiyah Lingga,Perdagangan,2022236,8843852,Belum Terdaftar,0
288215106,UD. Esa Tri,Pendidikan,48347079,1489228,Belum Terdaftar,0
288215107,UD. Tama Setia,Jasa,2288870,7254937,Terdaftar,1
288215108,UD. Pandu Sudharmo,Perdagangan,44169169,4448082,Belum Terdaftar,0
288215109,UD. Indah Saputranegara,Pendidikan,44810504,9885363,Terdaftar,1
288215110,UD. Koko Sejahtera Priska,Jasa,2637141,6422652,Terdaftar,1
288215111,UD. Hasna Sudarsana,Jasa,16923857,5216885,Terdaftar,1
288215112,UD. Ari Manggala,Pendidikan,10714340,9209195,Belum Terdaftar,0
288215113,UD. Dani Sidarta,Pendidikan,47427296,8376163,Terdaftar,1
288215114,UD. Putra Lempung,Kesehatan,8738287,9593892,Terdaftar,1
288215115,UD. Salwa Kawiswara,Perdagangan,5957932,5422739,Belum Terdaftar,0
288215116,UD. Alvino Sulaksana,Jasa,19180143,1849497,Belum Terdaftar,0
288215117,UD. Tama Nirmala,Jasa,14037953,5985757,Belum Terdaftar,0
288215118,UD. Barokah Kayastha,Kesehatan,30376760,5685920,Terdaftar,1
288215119,UD. Deni Sangkala,Pendidikan,17261145,9092073,Belum Terdaftar,0
288215120,UD. Yudi Adiwarna,Kesehatan,18722512,2858862,Belum Terdaftar,0
288215121,UD. Kevin Suryaputra,Pendidikan,,1126804,Terdaftar,1
288215122,UD. Zera Haji,Kesehatan,11024201,5315568,Terdaftar,1
288215123,UD. Fatimah Jatiwangi,Pendidikan,12073776,2706923,Terdaftar,1
288215124,UD. Indah Brata,Pendidikan,27322244,2803748,Terdaftar,1
288215125,UD. Binar Asih,Pendidikan,22882789,6618117,Belum Terdaftar,0
288215126,UD. Ismail Mega,Jasa,41941360,1053903,Belum Terdaftar,0
288215127,UD. Pio Adiwangsa,Jasa,1417319,1499142,Terdaftar,1
288215128,UD. Elen Lestari,Jasa,21211888,8384082,Belum Terdaftar,0
288215129,UD. Marsel Wirawati,,2093077,9479280,Terdaftar,1
288215130,UD. Vega Kusuma,Jasa,2548818,2123708,Terdaftar,1
288215131,UD. Evan Malam Omar,Perdagangan,37141280,6080713,Belum Terdaftar,0
288215132,UD. Nando Pagi,Kesehatan,42786160,5898419,Terdaftar,1
288215133,UD. Laila Tunggal,Perdagangan,39080901,2897430,Terdaftar,1
288215134,UD. Grego Tirta,Kesehatan,18541152,9343374,Terdaftar,1
288215135,UD. Salsa Mulyo,Perdagangan,25599056,9075834,Terdaftar,1
288215136,UD. Made Setia,Perdagangan,24593536,7121627,Belum Terdaftar,0
288215137,UD. Zahira Baskara,Jasa,41999678,7122322,Terdaftar,1
288215138,UD. Udin Kinarya,Perdagangan,13220363,8246598,Terdaftar,1
288215139,UD. Nisa Radhitya,Jasa,25297644,8412895,Belum Terdaftar,0
288215140,UD. Adinda Darussalam,Pendidikan,13095575,5456371,Terdaftar,1
288215141,UD. Zulfa Madani,Jasa,43713320,9593812,Terdaftar,1
288215142,UD. Zera Asih,Pendidikan,48799023,3948487,Terdaftar,1
288215143,UD. Qanita Wijapranata,Perdagangan,10988132,4685322,Belum Terdaftar,0
288215144,UD. Elsa Manggala,Pendidikan,45291419,4002602,Belum Terdaftar,0
288215145,UD. Qori Tunggal,Perdagangan,49392474,7029307,Terdaftar,1
288215146,UD. Bambang Surya,Jasa,18800105,7740095,Belum Terdaftar,0
288215147,UD. Sari Jayaningrat,Kesehatan,27338200,8574317,Terdaftar,1
288215148,UD. Umar Bangun Eka,Perdagangan,33443499,4109936,Terdaftar,1
288215149,UD. Deni Wisnu,Perdagangan,23369349,1650123,Belum Terdaftar,0
288215150,UD. Zara Wacana,Jasa,22825202,8821670,Terdaftar,1
288215151,UD. Mira Kamajaya,Jasa,45852333,3303039,Terdaftar,1
288215152,UD. Zainab Hastinapura,Jasa,8552461,8565935,Terdaftar,1
288215153,UD. Juli Satriya,Kesehatan,10399657,4054497,Belum Terdaftar,0
288215154,UD. Desta Surya Rafif,Perdagangan,35806318,1329897,Belum Terdaftar,0
288215155,UD. Jaya Gemilang,Perdagangan,26727662,6852387,Belum Terdaftar,0
288215156,UD. Lana Anindita,Pendidikan,43969371,3919199,Belum Terdaftar,0
288215157,UD. Erni Panuluh,Kesehatan,,8109604,Belum Terdaftar,0
288215158,UD. Zera Sidarta,Kesehatan,26873199,4178310,Belum Terdaftar,0
288215159,UD. Nando Baruna,Jasa,10726657,2951609,Belum Terdaftar,0
288215160,UD. Syifa Nirbayu,Jasa,46471668,3656637,Terdaftar,1
288215161,UD. Ayesha Suryaatmaja Zulkarnaen,Kesehatan,7162478,3388577,Terdaftar,1
288215162,UD. Taufik Prajurit,Perdagangan,,9698962,Terdaftar,1
288215163,UD. Alif Panembahan,Kesehatan,30113472,2447910,Terdaftar,1
288215164,UD. Esa Atma,Jasa,7432961,6746253,Terdaftar,1
288215165,UD. Erlangga Wetan,Pendidikan,,7608182,Belum Terdaftar,0
288215166,UD. Fira Harapan,Jasa,46640310,5326104,Terdaftar,1
288215167,UD. Erlangga Adiwangsa,Pendidikan,2451483,877491,Belum Terdaftar,0
288215168,UD. Tama Citra,Perdagangan,3503190,6681646,Belum Terdaftar,0
288215169,UD. Karla Cahaya Esa,Pendidikan,8734163,2159827,Belum Terdaftar,0
288215170,UD. Wito Naraya,Kesehatan,28863456,9370773,Terdaftar,1
288215171,UD. Kiki Pagi,Jasa,32735645,2208699,Belum Terdaftar,0
288215172,UD. Qira Utama,Perdagangan,11228965,7293151,Terdaftar,1
288215173,UD. Viona Sakti,Kesehatan,41953903,1886818,,0
288215174,UD. Rafif Jati,Pendidikan,41529509,2586072,Terdaftar,1
288215175,UD. Pasha Prajurit,Perdagangan,11680317,7614806,Belum Terdaftar,0
288215176,UD. Gusti Nawasena Gusti,Jasa,13026350,8887979,Belum Terdaftar,0
288215177,UD. Nindy Wijaya,Perdagangan,20709946,2388959,Belum Terdaftar,0
288215178,UD. Riyan Dharma Echa,Jasa,29168614,670375,Terdaftar,1
288215179,UD. Cinta Adiwangsa,Jasa,25187014,2260008,Terdaftar,1
288215180,UD. Gisel Adyatma,Pendidikan,49724285,2304962,Belum Terdaftar,0
288215181,UD. Kiki Lestari,Pendidikan,14106016,3991197,Terdaftar,1
288215182,UD. Carissa Trisaktiatma,Kesehatan,32712993,2526967,Belum Terdaftar,0
288215183,UD. Zain Senopati,Pendidikan,17086352,1570498,Terdaftar,1
288215184,UD. Leni Widjaja,Jasa,2764272,1571242,Belum Terdaftar,0
288215185,UD. Vita Gatra,Kesehatan,48284327,8462999,Belum Terdaftar,0
288215186,UD. Made Wijaya,Jasa,40489027,7164192,Belum Terdaftar,0
288215187,UD. Lono Jayengpati,Pendidikan,7409612,1593384,Terdaftar,1
288215188,UD. Uci Tunggul,Perdagangan,13265311,1434428,Belum Terdaftar,0
288215189,UD. Anang Brata Oki,Jasa,8114154,9475149,Belum Terdaftar,0
288215190,UD. Udin Ilir,Pendidikan,47307211,3667519,Belum Terdaftar,0
288215191,UD. Amir Bahagia,Perdagangan,23595447,3090937,Belum Terdaftar,0
288215192,UD. Gerry Adiwangsa,Kesehatan,21535245,6250631,Belum Terdaftar,0
288215193,UD. Leni Ayodya,Pendidikan,44607124,9698039,Belum Terdaftar,0
288215194,UD. Utha Wacana Vita,Pendidikan,45022760,6870166,Terdaftar,1
288215195,UD. Dea Pelangi,Pendidikan,1641798,3473445,Belum Terdaftar,0
288215196,UD. Yudi Abdi Pardi,Jasa,2269546,7238588,Belum Terdaftar,0
288215197,UD. Utha Agung,Jasa,,3400879,Belum Terdaftar,0
288215198,UD. Cakra Agastya,Pendidikan,5086489,4766476,Belum Terdaftar,0
288215199,UD. Indah Galuh,Jasa,41768153,6125703,Belum Terdaftar,0
288215200,UD. Olla Wiyata,Kesehatan,25847802,1940510,Belum Terdaftar,0
288215201,UD. Umi Sukma,Jasa,47027379,5441447,Belum Terdaftar,0
288215202,UD. Jodi Agung,Pendidikan,39556343,5534343,Terdaftar,1
288215203,UD. Bella Rejo,Jasa,12779751,9272416,Belum Terdaftar,0
288215204,UD. Fatimah Putra,Kesehatan,34368129,1400970,Belum Terdaftar,0
288215205,UD. Khalid Ilir,Kesehatan,49024679,2058564,Terdaftar,1
288215206,UD. Iman Bagaskara,Jasa,44449998,7622518,Terdaftar,1
288215207,UD. Yusuf Cendana,Perdagangan,18023019,9564861,Belum Terdaftar,0
,UD. Jordi Ranggalawe,Perdagangan,4204830,3438076,Belum Terdaftar,0
288215209,UD. Ari Mahendra,Perdagangan,19212794,5172968,Terdaftar,1
288215210,UD. Yana Adikara,Jasa,45297060,9147850,Terdaftar,1
288215211,UD. Fadli Wisesa Halim,Kesehatan,10389473,5141930,Belum Terdaftar,0
288215212,UD. Jihan Panji,Pendidikan,31041227,8299886,Belum Terdaftar,0
288215213,UD. Miko Senopati,Jasa,33820357,4646364,Terdaftar,1
288215214,UD. Riyan Praja,Jasa,26749114,6429579,Belum Terdaftar,0
288215215,UD. Gani Wibawa,unknown,19927079,9871757,Belum Terdaftar,0
288215216,UD. Alif Winata,,37626655,3503685,Terdaftar,1
288215217,UD. Fadli Saputranegara,Pendidikan,22205071,9559503,Terdaftar,1
